0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.931021422820194857e+02,2.931021422820194857e+02,2.931021422820194857e+02,2.931021422820194857e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.168972214495665639e+03,1.168972214495665639e+03,1.168972214495665639e+03,1.168972214495665639e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.617341440859877366e+03,2.617341440859877366e+03,2.617341440859877366e+03,2.617341440859877366e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.621229016452146425e+03,4.621229016452146425e+03,4.621229016452146425e+03,4.621229016452146425e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.157141191620537938e+03,7.157141191620537938e+03,7.157141191620537938e+03,7.157141191620537938e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.019534671471781076e+04,1.019534671471781076e+04,1.019534671471781076e+04,1.019534671471781076e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.370022540384345484e+04,1.370022540384345484e+04,1.370022540384345484e+04,1.370022540384345484e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.763068576090861461e+04,1.763068576090861461e+04,1.763068576090861461e+04,1.763068576090861461e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.194064673188087909e+04,2.194064673188087909e+04,2.194064673188087909e+04,2.194064673188087909e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.657957796501049233e+04,2.657957796501049233e+04,2.657957796501049233e+04,2.657957796501049233e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.149309223300428130e+04,3.149309223300428130e+04,3.149309223300428130e+04,3.149309223300428130e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.662358307353895361e+04,3.662358307353895361e+04,3.662358307353895361e+04,3.662358307353895361e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.191090017236175481e+04,4.191090017236175481e+04,4.191090017236175481e+04,4.191090017236175481e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.729305457072910940e+04,4.729305457072910940e+04,4.729305457072910940e+04,4.729305457072910940e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.270694542927087605e+04,5.270694542927087605e+04,5.270694542927087605e+04,5.270694542927087605e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.808909982763822336e+04,5.808909982763822336e+04,5.808909982763822336e+04,5.808909982763822336e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.337641692646104639e+04,6.337641692646104639e+04,6.337641692646104639e+04,6.337641692646104639e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.850690776699571870e+04,6.850690776699571870e+04,6.850690776699571870e+04,6.850690776699571870e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.342042203498950403e+04,7.342042203498950403e+04,7.342042203498950403e+04,7.342042203498950403e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.805935326811912819e+04,7.805935326811912819e+04,7.805935326811912819e+04,7.805935326811912819e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.236931423909137084e+04,8.236931423909137084e+04,8.236931423909137084e+04,8.236931423909137084e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.629977459615653788e+04,8.629977459615653788e+04,8.629977459615653788e+04,8.629977459615653788e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.980465328528218379e+04,8.980465328528218379e+04,8.980465328528218379e+04,8.980465328528218379e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.284285880837944569e+04,9.284285880837944569e+04,9.284285880837944569e+04,9.284285880837944569e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.537877098354784539e+04,9.537877098354784539e+04,9.537877098354784539e+04,9.537877098354784539e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.738265855914012354e+04,9.738265855914012354e+04,9.738265855914012354e+04,9.738265855914012354e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.883102778550433868e+04,9.883102778550433868e+04,9.883102778550433868e+04,9.883102778550433868e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.970689785771796596e+04,9.970689785771796596e+04,9.970689785771796596e+04,9.970689785771796596e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
